transaction_id,block,block_ts,from_address,to_address,confirmed,contractRet,quant
2e62e2e5cdea41807efb8c10df17094060ab5d8f97293434e4f0ac45163edc9a,38992007,2022/03/17 14:10:00,TLKR8DkuCaQmYk3hou4ofJPjKXWTTHaqEY,TEtT9hSy842BCw8PynqdppfH5iEX1UnFG9,false,SUCCESS,679.470000
8860f4313a8efac71c2ca14a841993cd53c4c177b18c1b54b0358de4bcddccd3,38992007,2022/03/17 14:10:00,TGeuY4vwkRpsj4fiXNZxXJtJDg3JXH26sb,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,55.000000
5fa1ae468d8f6645fed88fff30a161a62d1a0a4d709c0135deb5e0eeb3c5586f,38992007,2022/03/17 14:10:00,TKLLGkifrj7GyeKBirqDcJZmNh4DJ4BR4w,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,50.000000
f8b856ee2c223353421208a921fc8685fe9e0ee46faba23bd899e63164017190,38992007,2022/03/17 14:10:00,TJws24unQNuPvKaQcwHt9GWKSWC8VQv6cm,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,110.000000
0c9a2728fd5cb289f1013bdd54894ff8c69a42d07ef2c3b5cbaebc3fba067418,38992007,2022/03/17 14:10:00,TKLBLEFyNVwfGq5Bv3SGtVSzqU1wUHiacH,TYVf2Yydyj7s1GqPLnkeWt45mbTArx56nD,false,SUCCESS,888.000000
4e1bc355a9bb7de1e69f95a7234a36fd73931a1aa520fef659776efc8d62177b,38992007,2022/03/17 14:10:00,TMbfK8tsdS1gx5n8AzJxoMG1zvrRRcEJ9Z,TGw7GBi78GFUHyzKfiNR4EWD8NhDoS367L,false,SUCCESS,9.000000
65b3873ffd594f4058425b000128288be8cadbeb49e6a860a1928708e5eebde9,38992007,2022/03/17 14:10:00,TJrw67JSqc7c3gyA2g1DU3SM3rLwms4V1m,TFp4V3S9JqJyQAMMCewyn4aAaLueJwzS7H,false,SUCCESS,217.000000
2e351651da163e4fb07ff998e105aa9dd8b35dfba62b78fe1f2d14dce8c51ae0,38992007,2022/03/17 14:10:00,TYMoNKqHPP9nv59BVV7K4JAbAakinD7W7b,TVjhVDYGGF9WaStgFwkmEdtNNbuYTZMDN1,false,SUCCESS,100.000000
6b10ec118f8e270bea8613064016428964ae7d4447990f79344680184520dd17,38992007,2022/03/17 14:10:00,TYY9RaJnbv31tLgx8Ap1e7YnKqWP2pWL17,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,50.000000
14f29912bd9cb2397e67b4b14e91925afdaf455f3f30857d632fa7274fdb134c,38992007,2022/03/17 14:10:00,TNpVucKyttGUQzYEZuD8XYnC6aagmqjQn5,TE8mhnm1jZbEjLaebh6UBDUzTbH3A9999v,false,SUCCESS,51.000000
9ffdd297f1cb1cf0714caa3089adafdb4ce5231b0429afc98136bc7294c180f4,38992007,2022/03/17 14:10:00,TUCokszFb2ygotpW8t4e26wJ4EmPsHm7XK,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,359.840000
6091b4b549dbbef3dca5f4c55160788d67e77a64a23751862bccb5974cf51e41,38992007,2022/03/17 14:10:00,TD442Ue5rrkiJQZUYwT7CWN1Mc9xepg2nV,TLbAW6hddwqw2myTo2vCJp7ePdx89QxQC5,false,SUCCESS,467.290000
fac8c233e82c25f87adb18ce5702b9e1bb128fbf607e80057e6fef9a2e196df8,38992007,2022/03/17 14:10:00,TXFBqBbqJommqZf7BV8NNYzePh97UmJodJ,TN24ne4u6CA9FwMK2by8NzoFMyabbkUDqA,false,SUCCESS,4000.000000
a52f72a7718ad816e45ad2fba7f875c0345753d24745e50daabe06f7e5bdfbb7,38992007,2022/03/17 14:10:00,TEGJnFdMXBeBvoFtwjc63eBNvhH139cabf,TYunrEXRCCbtUYoZrrgCh2tDjPJUPqu5Ub,false,SUCCESS,49.399199
9a811aafd82b97d216ba937e56efc53eba5a029c90af414a452322aafe1e14c0,38992007,2022/03/17 14:10:00,TDKZMiPkgrZMn1Zf8pczaCTztxZLfUajvW,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,29.000000
b54fde4d6d71e88adb36790058de04e9e45556e76443754caaa1d1c262e90458,38992007,2022/03/17 14:10:00,TEGxMU5ga9voC513yePMTmtUrLfTkce3jW,TBFAEmJ9BNH8eQGXMuv24pgMKM6fE2dmcp,false,SUCCESS,69.000000
613c4027988e2f27846ab94522f866e162f5a689dbc49ebfc60f09ee791cd9ed,38992007,2022/03/17 14:10:00,TH3akcqpUt9RtJXp2stDA73D2GjGbQ8Usy,TRf62x2Rr2bixNKoEsraDUdsAhf81EBp44,false,SUCCESS,465.549936
22120f791119652be3ef98f68a6cb66b46d6df829d03a2e9c09a706478ccdd00,38992007,2022/03/17 14:10:00,TTY4haYyiu4RK9inK8Uv1uHevcA7Wa8ztX,TFp4V3S9JqJyQAMMCewyn4aAaLueJwzS7H,false,SUCCESS,18.532100
ee0e14c5460127053a3ca1b2e2501e16136417d31449addf3d9c296aefaf9bfa,38992007,2022/03/17 14:10:00,TKsbK54EZ4QdyC9tUQrhGMGTUKX7TdhwZ1,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,76.420000
97f1a088568824e68a06048fbb072bcaefa7220f24e28cb0ad379664cd0ce1b0,38992007,2022/03/17 14:10:00,TP1Yo4ipx8pZUEhS8HHGDRxyaAqME5Brzv,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,381.000000
e993c16249ca556136a0cd5bf91753f7babb40425a71ba740fc8e09194800ce4,38992007,2022/03/17 14:10:00,TJew1vxr6xCDE97DM4p9EvU57B4JHs6DYC,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,27.000000
2724cdeedf7ca2ce7223c6d6f35ee9512aacd8a5d3e3bfa04be699f239cd3799,38992007,2022/03/17 14:10:00,TLvi1DGWYH6D7SqQKjnfQPWKkt7tiJ61yb,TFp4V3S9JqJyQAMMCewyn4aAaLueJwzS7H,false,SUCCESS,299.000000
13d07e8e89c7c3a86f1da43b0e8ec25264b9615c16a7f9c4b781144a1ad1f170,38992007,2022/03/17 14:10:00,TZBmt3FqWs8wbsKgRsWoKxtZbvH59kBzy5,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,false,SUCCESS,20.000000
175a21fcd7ef9cf60ba745c71754660be174df252b514d19aba197d7b7cd1bb9,38992007,2022/03/17 14:10:00,TXKVVAxS5nkoPRPKHfiFqoMBfWEEYNNRjL,TRf62x2Rr2bixNKoEsraDUdsAhf81EBp44,false,SUCCESS,609.000000
3a4d8980f16acdd864fd360c8513bee2823473e08293bfe13d07c5bc9d7fa3ac,38992007,2022/03/17 14:10:00,TH3sHCrA8H2RMPujU8sFTTMqVB3M8JnS7T,TFp4V3S9JqJyQAMMCewyn4aAaLueJwzS7H,false,SUCCESS,226.528087
9d16d53b77905349b75805fe7dc7ddffd49c9d3e69c9ab8374c1d6be21cc4d6e,38992007,2022/03/17 14:10:00,TFypLcyurjKW4D9eX38JWNHdEokx6ssuPw,TKSMvLXFWphxg6appipQSccxtJ2j4S8gpi,false,SUCCESS,1000.000000
5b97d0dc3bb4acc37b27eca694c1d22344a36421ad7e0a28ee3909759b3bb0be,38992007,2022/03/17 14:10:00,TSjUo8pzbkevqAwJ5JcUdWguVbxSStDzjM,TQn9Y2khEsLJW1ChVWFMSMeRDow5KcbLSE,false,SUCCESS,78.120000
aaf9ca9a4933053eebd7966313d7268f5843f03ec67e043b4355ff66692c1196,38992007,2022/03/17 14:10:00,TKTfAbBsGXNxsJXCpqb6jxV4D4fvV4BLqQ,TFp4V3S9JqJyQAMMCewyn4aAaLueJwzS7H,false,SUCCESS,856.200000
f91c2966b5fac68dd5c3cd791c7c61bb67f4299970d869f371970830936c3a97,38992007,2022/03/17 14:10:00,TGx3Lyc6rR14keStqfAK8u37euNFaq8uZ4,TQtzXTBWqhXHbEKuphCrrtJm7VpYnK27zb,false,SUCCESS,470.588235
245be89b8e300525330e3ddb2d0baeb88814c2a4f9e2d9e7b41a0a573366ec60,38992007,2022/03/17 14:10:00,TL1zbSgTcX4QUUdCLbPSaG3EQVszc2ixMW,THN4bgFF529dsGokXzAfGNLBH7teoqDcsH,false,SUCCESS,78.000000
eb65052923ce8243e63a9a316b7cb98153a0a6506029d6220a60f514796c7bfc,38992007,2022/03/17 14:10:00,TUyM7kVrsnwTHwbpgPTJaTJNCRhEkvf6rw,TFp4V3S9JqJyQAMMCewyn4aAaLueJwzS7H,false,SUCCESS,114.310000
